"parents","n","labels","id"
"Uruguay",34,"Horror","Uruguay  -  Horror"
"Uruguay",35,"Music","Uruguay  -  Music"
"Uruguay",65,"Mystery","Uruguay  -  Mystery"
"Uruguay",3,"Reality TV","Uruguay  -  Reality TV"
"Uruguay",95,"Romance","Uruguay  -  Romance"
"Uruguay",15,"Sci Fi","Uruguay  -  Sci Fi"
"Uruguay",12,"Sport","Uruguay  -  Sport"
"Uruguay",83,"Thriller","Uruguay  -  Thriller"
"Uruguay",3,"War","Uruguay  -  War"
"Uruguay",8,"Western","Uruguay  -  Western"
"Venezuela",141,"Action","Venezuela  -  Action"
"Venezuela",75,"Adventure","Venezuela  -  Adventure"
"Venezuela",34,"Animation","Venezuela  -  Animation"
"Venezuela",5,"Biography","Venezuela  -  Biography"
"Venezuela",168,"Comedy","Venezuela  -  Comedy"
"Venezuela",124,"Crime","Venezuela  -  Crime"
"Venezuela",21,"Documentary","Venezuela  -  Documentary"
"Venezuela",327,"Drama","Venezuela  -  Drama"
"Venezuela",18,"Family","Venezuela  -  Family"
"Venezuela",21,"Fantasy","Venezuela  -  Fantasy"
"Venezuela",3,"Film Noir","Venezuela  -  Film Noir"
"Venezuela",28,"Horror","Venezuela  -  Horror"
"Venezuela",27,"Music","Venezuela  -  Music"
"Venezuela",50,"Mystery","Venezuela  -  Mystery"
"Venezuela",3,"Reality TV","Venezuela  -  Reality TV"
"Venezuela",125,"Romance","Venezuela  -  Romance"
"Venezuela",13,"Sci Fi","Venezuela  -  Sci Fi"
"Venezuela",12,"Sport","Venezuela  -  Sport"
"Venezuela",80,"Thriller","Venezuela  -  Thriller"
"Venezuela",3,"War","Venezuela  -  War"
"Venezuela",8,"Western","Venezuela  -  Western"
"Vietnam",286,"Action","Vietnam  -  Action"
"Vietnam",139,"Adventure","Vietnam  -  Adventure"
"Vietnam",24,"Animation","Vietnam  -  Animation"
"Vietnam",4,"Biography","Vietnam  -  Biography"
"Vietnam",232,"Comedy","Vietnam  -  Comedy"
"Vietnam",136,"Crime","Vietnam  -  Crime"
"Vietnam",15,"Documentary","Vietnam  -  Documentary"
"Vietnam",337,"Drama","Vietnam  -  Drama"
"Vietnam",30,"Family","Vietnam  -  Family"
"Vietnam",41,"Fantasy","Vietnam  -  Fantasy"
"Vietnam",3,"Film Noir","Vietnam  -  Film Noir"
"Vietnam",1,"Game Show","Vietnam  -  Game Show"
"Vietnam",12,"History","Vietnam  -  History"
"Vietnam",29,"Horror","Vietnam  -  Horror"
"Vietnam",4,"Music","Vietnam  -  Music"
"Vietnam",61,"Mystery","Vietnam  -  Mystery"
"Vietnam",1,"Reality TV","Vietnam  -  Reality TV"
"Vietnam",122,"Romance","Vietnam  -  Romance"
"Vietnam",51,"Sci Fi","Vietnam  -  Sci Fi"
"Vietnam",76,"Thriller","Vietnam  -  Thriller"
"Vietnam",4,"War","Vietnam  -  War"
"Vietnam",5,"Western","Vietnam  -  Western"
NA,1399,"Argentina","Argentina"
NA,1509,"Australia","Australia"
NA,1514,"Austria","Austria"
NA,1399,"Bahamas","Bahamas"
NA,1431,"Bahrain","Bahrain"
NA,1524,"Bangladesh","Bangladesh"
NA,1479,"Belgium","Belgium"
NA,1334,"Bolivia","Bolivia"
NA,1598,"Brazil","Brazil"
NA,1473,"Bulgaria","Bulgaria"
NA,1434,"Canada","Canada"
NA,1374,"Chile","Chile"
NA,1316,"Colombia","Colombia"
NA,1337,"Costa Rica","Costa Rica"
NA,1421,"Croatia","Croatia"
NA,1464,"Cyprus","Cyprus"
NA,1487,"Czech Republic","Czech Republic"
NA,1483,"Denmark","Denmark"
NA,1279,"Dominican Republic","Dominican Republic"
NA,1263,"Ecuador","Ecuador"
NA,1392,"Egypt","Egypt"
NA,1259,"El Salvador","El Salvador"
NA,1422,"Estonia","Estonia"
NA,1468,"Finland","Finland"
NA,1495,"France","France"
NA,1555,"Germany","Germany"
NA,1433,"Greece","Greece"
NA,1429,"Guadeloupe","Guadeloupe"
NA,1269,"Guatemala","Guatemala"
NA,1276,"Honduras","Honduras"
NA,1505,"Hong Kong","Hong Kong"
NA,1500,"Hungary","Hungary"
NA,1453,"Iceland","Iceland"
NA,1544,"India","India"
NA,1456,"Indonesia","Indonesia"
NA,1420,"Ireland","Ireland"
NA,1413,"Israel","Israel"
NA,1419,"Italy","Italy"
NA,1454,"Jamaica","Jamaica"
NA,1456,"Japan","Japan"
NA,1458,"Jordan","Jordan"
NA,1432,"Kenya","Kenya"
NA,1473,"Kuwait","Kuwait"
NA,1452,"Latvia","Latvia"
NA,1476,"Lebanon","Lebanon"
NA,1320,"Lithuania","Lithuania"
NA,1479,"Luxembourg","Luxembourg"
NA,1493,"Malaysia","Malaysia"
NA,1457,"Maldives","Maldives"
NA,1431,"Malta","Malta"
NA,1438,"Martinique","Martinique"
NA,1463,"Mauritius","Mauritius"
NA,1390,"Mexico","Mexico"
NA,1530,"Morocco","Morocco"
NA,1442,"Netherlands","Netherlands"
NA,1461,"New Caledonia","New Caledonia"
NA,1450,"New Zealand","New Zealand"
NA,1260,"Nicaragua","Nicaragua"
NA,1358,"Nigeria","Nigeria"
NA,1493,"Norway","Norway"
NA,1220,"Oman","Oman"
NA,1630,"Pakistan","Pakistan"
NA,1354,"Panama","Panama"
NA,1349,"Paraguay","Paraguay"
NA,1314,"Peru","Peru"
NA,1438,"Philippines","Philippines"
NA,1503,"Poland","Poland"
NA,1443,"Portugal","Portugal"
NA,1464,"Qatar","Qatar"
NA,1464,"Réunion","Réunion"
NA,1451,"Romania","Romania"
NA,1574,"Russia","Russia"
NA,1461,"Saudi Arabia","Saudi Arabia"
NA,1458,"Serbia","Serbia"
NA,1443,"Singapore","Singapore"
NA,1495,"Slovakia","Slovakia"
NA,1354,"Slovenia","Slovenia"
NA,1448,"South Africa","South Africa"
NA,1264,"South Korea","South Korea"
NA,1392,"Spain","Spain"
NA,1430,"Sri Lanka","Sri Lanka"
NA,1467,"Sweden","Sweden"
NA,1513,"Switzerland","Switzerland"
NA,1458,"Taiwan","Taiwan"
NA,1496,"Thailand","Thailand"
NA,1411,"Trinidad and Tobago","Trinidad and Tobago"
NA,1524,"Turkey","Turkey"
NA,1518,"Ukraine","Ukraine"
NA,1484,"United Arab Emirates","United Arab Emirates"
NA,1450,"United Kingdom","United Kingdom"
NA,1314,"United States","United States"
NA,1416,"Uruguay","Uruguay"
NA,1286,"Venezuela","Venezuela"
NA,1613,"Vietnam","Vietnam"
